,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
71,0,1272931200,14.262827580994754,288029.5,38.0,15.613039617993628,21,3,4,3,4,3,5,3,2,2,1,1,0,0,6,3,11,27,0,6,4,18,19,0,1,3,5,5,1,4,1,3,4,3,4,3,2,3,5,4,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
72,1,1602028800,3.83435393280858,43321.950000000004,30.0,5.839479717808167,13,1,2,2,3,3,4,2,3,3,1,1,1,0,9,4,8,24,0,9,4,8,24,0,1,2,1,1,1,1,3,1,1,3,3,3,3,1,1,5,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
73,0,1129248000,18.81587343999544,278248.30000000005,59.0,15.190124651481078,21,5,1,5,3,3,1,2,2,2,2,1,0,0,7,2,24,19,0,7,3,24,20,0,1,3,5,5,0,3,2,2,2,5,4,5,2,3,3,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
74,1,1585872000,4.346332030002283,32292.75,31.0,35.101212073138846,37,4,4,1,4,2,3,3,2,2,4,1,0,0,6,5,20,28,0,7,5,20,28,0,1,3,2,2,1,3,2,1,3,3,3,3,2,3,4,5,4,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
75,0,1467331200,8.102663309947525,97736.40000000001,52.0,31.339194257958646,36,5,2,1,4,2,4,4,1,2,1,1,0,0,5,2,2,28,0,7,5,2,28,0,1,5,4,4,1,5,4,4,1,5,4,5,5,5,2,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
76,0,1606953600,3.6782964379420497,33584.25,33.0,2.873508623122439,9,2,2,5,2,1,2,1,5,3,3,1,0,1,10,5,25,21,9,10,5,25,21,5,1,4,3,3,1,4,5,3,1,5,5,5,5,3,1,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
77,1,1576195200,4.652971318161078,26982.9,29.0,15.83759772262513,19,2,1,4,4,1,4,1,3,4,5,1,1,0,7,4,22,37,0,7,4,22,36,0,0,2,2,2,0,1,1,1,3,3,4,3,1,1,3,5,5,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
78,0,1642636800,2.547564062856492,31652.316523548794,21.0,18.904289297928642,22,1,3,1,4,4,4,3,5,4,3,1,1,0,6,4,47,25,0,6,4,76,19,0,1,3,1,2,1,3,3,5,1,3,5,3,3,5,4,4,5,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
79,1,1521158400,6.396982269564226,43675.8,32.0,5.972191532649628,12,4,1,4,1,4,3,4,3,1,1,1,0,0,7,5,16,20,0,9,5,16,18,0,0,2,3,3,0,3,1,2,1,4,3,3,2,2,1,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
80,0,1484006400,7.57425810803103,37261.35,32.0,27.74204988733932,33,4,4,2,2,5,2,3,4,2,5,1,0,0,5,5,58,23,0,5,5,58,23,0,0,3,3,4,0,3,2,5,4,3,3,4,1,5,3,4,4,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
81,1,1570838400,4.822718066963268,31908.45,29.0,32.52456074764844,35,2,1,3,1,1,4,2,1,3,1,1,1,0,7,4,23,40,0,7,4,27,32,0,1,2,2,2,1,2,3,1,4,5,5,5,1,1,2,5,5,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
82,0,1614816000,3.4291520163130285,29302.34969563186,24.0,13.812493857398472,17,1,3,5,2,2,2,1,1,1,2,1,1,0,7,5,40,28,0,7,5,46,20,0,0,3,2,2,0,4,1,1,1,3,3,3,4,4,4,4,4,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
83,0,1536796800,5.901431277093316,36910.65,29.0,10.853136029268603,16,5,3,3,2,5,2,1,2,2,5,1,1,0,8,5,7,24,0,8,5,7,21,0,0,3,3,3,0,3,3,3,4,5,4,4,3,3,4,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
84,0,1567123200,4.940445650809949,35115.15,28.0,12.318812454153521,18,2,1,1,5,4,1,1,1,3,2,1,1,0,6,5,4,28,0,7,5,4,28,0,0,5,1,2,0,5,1,2,4,5,5,5,1,2,4,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
85,0,1617667200,3.3388029403376693,33849.424238640306,24.0,10.875784270301146,18,5,2,1,4,2,3,1,2,2,1,1,1,0,8,4,40,21,0,8,4,40,25,0,1,5,3,3,1,5,2,1,5,3,3,3,1,1,5,4,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
86,0,1609804800,3.5879473619666906,99985.32,26.0,5.477680212798287,9,2,1,3,5,5,1,1,3,5,4,1,1,0,11,3,34,28,0,11,3,34,19,0,0,4,2,2,0,5,3,1,1,4,5,5,2,1,1,5,5,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
87,0,1604361600,3.760431961556013,47183.85,26.0,27.452146586014827,29,4,4,2,4,3,3,3,2,2,4,1,1,0,6,5,25,25,0,6,5,58,20,0,0,4,3,4,0,4,2,3,5,3,5,5,5,5,5,4,5,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
88,0,1412380800,9.843936410563542,35679.0,31.0,33.1211712918669,37,1,1,2,1,3,1,3,4,3,2,1,0,0,5,4,18,19,0,7,4,18,21,0,1,4,5,5,1,4,4,1,1,3,3,3,4,1,1,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
89,0,1141603200,18.42436077743555,195118.56,50.0,14.090507195081376,21,1,1,3,1,1,3,5,1,3,3,1,0,0,5,3,21,26,0,7,3,21,27,0,1,4,4,4,1,4,1,1,2,5,5,5,1,1,2,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
90,1,1529366400,6.136886444786676,29114.4,28.0,14.714476684331181,20,1,1,2,4,4,4,3,2,1,2,1,1,0,7,3,18,28,0,8,3,19,19,0,0,2,2,2,0,1,2,1,1,4,5,5,1,1,1,5,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
91,1,1511913600,6.689932303787361,27915.300000000003,29.0,34.54134532499921,37,1,3,4,4,3,3,1,2,1,3,1,1,0,6,4,2,27,0,7,4,20,25,0,1,2,3,3,0,2,3,2,3,3,4,4,3,2,3,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
92,0,1647907200,2.380555164841434,29647.638996712212,23.0,25.5769278538328,32,1,4,3,4,1,4,3,5,4,1,1,1,0,5,4,18,18,0,7,4,18,19,0,1,1,1,1,1,1,3,3,3,5,4,3,3,3,3,5,5,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
93,1,1517270400,6.520185554985171,38439.450000000004,30.0,22.376549346072512,28,1,5,1,2,1,3,1,3,5,2,1,1,0,6,4,18,37,0,7,4,20,37,0,0,2,4,4,0,2,1,2,2,4,5,4,1,1,1,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
94,0,1415232000,9.753587334588183,285948.30000000005,31.0,16.984204281931717,20,4,2,3,3,2,2,4,1,3,1,1,0,0,8,4,16,26,0,9,4,16,25,0,0,4,5,5,0,4,1,1,4,3,4,5,2,3,5,4,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
95,0,1662076800,1.9315476357517691,28442.908287891856,22.0,8.040799405034587,15,5,1,1,2,5,3,4,3,2,4,1,1,0,9,4,15,25,0,9,4,15,23,0,1,1,1,1,1,1,3,5,4,5,5,5,4,5,5,5,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
96,0,1542412800,5.72347097592973,56490.0,30.0,24.984588620418823,29,1,4,1,5,4,3,4,3,3,1,1,1,1,6,4,10,23,23,6,4,15,16,0,3,4,3,4,0,2,1,4,5,3,3,3,4,5,5,4,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
97,1,1623628800,3.1498912360255544,28703.517499794576,24.0,5.135352730376895,9,1,3,5,5,4,4,2,1,1,1,1,1,0,7,4,2,28,0,10,4,4,27,0,1,2,1,3,1,3,1,2,1,4,4,4,2,3,2,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
98,0,1570147200,4.844620873260325,42093.450000000004,27.0,25.06034974303239,28,4,3,1,1,3,2,4,4,4,3,1,1,0,6,3,6,23,0,6,3,10,21,0,1,4,3,3,0,4,2,2,2,3,3,3,3,2,2,4,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
99,0,1483488000,7.590685212753822,54024.600000000006,33.0,17.969843395765206,24,3,1,1,1,5,2,3,1,3,1,1,0,0,8,5,14,26,0,8,5,14,27,0,1,5,3,4,1,5,5,3,1,4,5,3,5,3,2,5,5,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
100,0,1568419200,4.899377889002967,39425.4,27.0,13.871701209190267,16,1,2,1,1,1,2,4,2,4,5,1,1,0,7,4,37,20,0,7,4,37,18,0,1,5,3,4,1,5,5,1,5,3,5,4,5,2,5,4,5,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
101,0,1397520000,10.314846745950263,55453.65,32.0,23.5222848614652,26,3,3,4,4,3,1,5,2,3,1,1,0,0,5,3,24,31,0,7,3,24,31,0,1,5,4,4,1,5,2,3,3,4,5,5,2,2,2,5,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
102,0,1649376000,2.334011701460188,34567.0,23.0,7.509097558358514,13,3,1,2,4,2,4,5,4,4,3,1,1,0,7,3,15,26,0,7,3,45,25,0,1,3,3,4,1,3,2,1,3,3,3,3,4,3,3,4,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
103,0,1612656000,3.497598285991331,35133.0,27.0,15.682364000199314,23,1,3,5,4,3,4,2,3,1,2,1,1,0,7,4,23,23,0,7,4,23,20,0,0,3,3,3,0,3,3,4,2,4,3,4,5,4,5,5,5,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
104,1,1533513600,6.005469607004336,37116.450000000004,32.0,31.73608996745905,34,4,2,1,2,3,1,2,3,2,2,1,0,0,6,4,3,31,0,7,4,3,31,0,2,4,4,4,2,4,1,2,1,5,3,5,1,1,1,5,4,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
105,0,1144800000,18.32306029831166,135749.52000000002,55.0,8.398527367796607,15,4,3,1,4,4,2,1,1,1,2,1,0,0,5,3,14,28,0,5,4,14,33,0,1,3,4,4,1,3,2,2,3,5,5,4,2,2,3,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
106,0,1323388800,12.663922721309607,176620.08000000002,50.0,10.973401049078392,13,3,1,3,5,3,5,5,3,2,4,1,0,0,7,2,28,23,0,8,5,32,20,0,1,4,5,5,0,5,4,5,5,4,4,3,4,5,5,5,5,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
107,1,1646956800,2.410671523499887,28668.024869088094,24.0,31.011729461974404,35,1,3,4,3,3,2,3,3,3,1,1,1,0,6,3,13,22,0,6,3,13,27,0,1,4,1,1,1,4,1,1,1,3,4,5,1,1,1,5,5,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
108,0,1606003200,3.708412796600503,28572.600000000002,27.0,21.042894879033014,23,4,4,5,2,3,2,2,5,4,1,1,1,0,6,3,26,35,0,6,3,26,30,0,1,1,1,1,1,1,1,1,2,4,4,3,1,2,2,5,5,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
109,1,1561593600,5.115668101186403,46156.950000000004,28.0,30.91196320177219,37,3,1,1,3,1,4,1,1,5,4,1,1,0,6,4,7,25,0,7,4,7,28,0,1,2,2,2,1,2,1,2,1,3,3,3,1,2,1,5,4,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
110,0,1511222400,6.711835110084418,55286.700000000004,32.0,13.444853358084577,15,4,2,5,4,1,2,2,3,2,3,1,0,0,6,4,22,20,0,8,4,23,20,0,0,5,4,4,0,5,3,5,4,3,3,3,3,5,4,4,4,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
111,0,1501632000,7.015736547456082,46896.15,32.0,5.224072592795953,9,1,1,2,1,1,1,1,3,2,3,1,0,0,7,4,19,28,0,7,4,19,28,0,0,4,5,5,0,4,3,4,4,4,3,5,1,3,3,5,4,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
112,1,1518220800,6.490069196326718,26643.75,28.0,29.990051688186234,37,4,4,3,2,3,3,2,1,2,5,1,1,0,6,3,41,17,0,6,3,50,15,0,0,2,3,4,0,2,1,2,1,5,3,5,2,3,2,5,4,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
113,0,1648425600,2.364128060118641,29314.609419346183,22.0,35.54535376223206,38,5,3,1,4,4,3,4,1,2,1,1,1,0,7,4,52,22,0,7,4,52,20,0,0,3,3,3,0,3,5,5,1,3,3,3,5,5,2,4,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
114,1,1663718400,1.8795284707962594,30947.005600678793,22.28644496293216,25.496755707152055,30,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,27,23,0,7,4,28,25,0,1,3,1,1,1,3,2,3,1,3,3,5,2,4,1,5,3,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
115,0,1662940800,1.9041691278804482,26781.675460505645,22.356107933493362,25.431328187238204,33,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,42,17,0,6,5,42,17,0,1,3,3,3,1,3,1,5,5,3,5,4,2,5,5,3,5,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
116,0,1650585600,2.2956817904403386,31156.865301900398,21.15471529095079,6.377172058220691,13,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,59,21,0,5,4,59,20,0,0,3,1,1,0,3,5,3,1,3,4,3,5,3,1,3,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
117,0,1612656000,3.497598285991331,33250.91534030676,24.726214582417978,28.49517205311809,32,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,54,20,0,6,3,56,21,0,2,5,1,1,2,5,2,4,3,3,4,4,2,4,4,4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
118,0,1587340800,4.299788566621037,50014.65,29.785961644243535,5.637043694875759,8,3,3,3,3,3,3,3,3,3,3,0,1,0,10,4,9,27,0,10,5,9,27,0,0,5,3,4,0,5,2,1,3,3,3,4,2,1,4,3,3,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
119,0,1576972800,4.628330661076889,42093.450000000004,28.84019952299116,25.06034974303239,28,3,3,3,3,3,3,3,3,3,3,0,1,0,7,3,6,23,0,7,3,8,24,0,1,1,1,2,1,1,3,1,2,3,3,4,3,1,2,4,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
120,0,1564704000,5.017105472849647,29711.850000000002,27.293781466132312,8.492452474892566,12,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,13,21,0,6,5,12,21,0,1,3,1,1,1,3,5,2,5,3,3,4,5,2,5,3,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
121,1,1554768000,5.331958313369839,29635.2,30.408322157068213,29.839085288445403,36,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,6,29,13,5,4,5,27,14,3,2,1,1,3,1,1,1,1,3,3,3,1,1,1,5,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
122,0,1550966400,5.4524237480036515,45728.55,32.20047010925795,25.342753511468526,31,3,3,3,3,3,3,3,3,3,3,0,0,0,5,3,14,37,24,5,3,13,36,25,2,5,3,3,2,5,1,1,1,5,3,4,1,1,1,5,3,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
123,1,1550793600,5.457899449577916,102396.78,27.33161663249995,9.98768902675415,13,3,3,3,3,3,3,3,3,3,3,0,1,0,6,2,30,28,20,8,1,30,27,21,1,4,4,4,0,4,1,1,1,5,5,3,1,1,1,5,5,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
124,0,1546387200,5.597529839721653,39425.4,25.020625177813656,13.871701209190267,16,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,37,20,0,7,4,37,19,0,1,5,3,4,1,5,4,2,4,5,4,3,4,2,4,5,4,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
125,0,1541376000,5.756325185375315,80347.44,28.862609717105514,24.24095664641658,28,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,53,17,0,6,4,55,17,0,0,5,2,2,0,5,3,4,5,5,3,5,3,4,5,4,2,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
126,0,1530662400,6.095818682979695,25326.0,30.04457596329966,18.969508254610986,22,3,3,3,3,3,3,3,3,3,3,0,1,0,7,3,4,33,0,7,3,2,33,0,0,2,2,2,0,2,1,1,1,4,5,3,1,1,1,3,4,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
127,1,1505520000,6.892533262035137,41522.25,31.742401944475144,31.501289567464745,36,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,9,25,0,7,4,9,26,0,1,2,4,4,1,1,3,1,2,4,4,4,3,1,3,5,4,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
128,1,1394582400,10.407933672712755,40681.200000000004,32.34984420868286,15.658730312384588,19,3,3,3,3,3,3,3,3,3,3,0,0,0,8,4,23,28,0,9,4,24,29,0,1,2,5,5,1,3,2,1,1,4,5,5,2,1,2,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
129,0,1388793600,10.591369675450606,51038.4,30.481537128400966,23.94964353287112,26,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,12,26,0,7,4,10,25,0,0,5,4,4,0,5,1,1,3,5,4,5,1,1,3,5,4,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
130,1,1199318400,16.595476451631303,104841.72,45.895493361984364,26.95097279811226,32,3,3,3,3,3,3,3,3,3,3,0,0,0,5,3,18,30,0,6,3,18,31,0,1,4,4,4,1,4,1,1,1,4,3,5,1,1,1,5,3,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
131,0,1026432000,22.073915876682637,132294.0,55.626547077167125,26.241346176186415,33,3,3,3,3,3,3,3,3,3,3,0,0,0,7,4,17,22,0,7,4,17,23,0,1,5,5,5,1,5,5,4,2,5,4,5,5,5,2,5,4,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
132,1,1492041600,7.319637984827745,42870.450000000004,30.0,13.710785633721558,21,3,2,4,4,2,1,1,1,4,2,1,1,1,6,3,16,20,17,7,3,16,23,13,3,2,5,5,3,1,1,1,1,4,5,4,2,2,1,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
133,0,1608163200,3.6399665269222004,36047.55,27.0,32.52621038258155,35,2,1,1,4,5,4,2,1,2,1,1,1,0,5,5,15,22,0,7,5,15,22,0,0,4,1,1,0,4,1,1,1,4,4,4,1,1,1,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
134,0,1607040000,3.6755585871549177,46629.450000000004,26.0,21.21537267345423,28,2,4,1,4,3,5,4,4,3,3,1,1,1,6,5,24,22,8,6,5,24,14,0,1,4,3,4,1,3,1,1,5,5,5,4,5,2,5,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
135,0,1394841600,10.39972012035136,46553.85,32.0,8.247627851190526,16,4,4,3,1,1,3,1,3,1,3,1,0,1,6,5,24,28,9,6,5,24,28,3,1,5,4,4,1,5,4,3,2,3,3,3,4,1,1,4,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
136,1,1567987200,4.913067142938628,39304.65,29.0,20.82276702432899,23,4,3,3,3,3,2,3,3,2,2,1,1,0,6,3,54,26,0,6,4,54,22,0,1,4,3,3,0,4,5,3,1,5,5,3,5,3,1,5,5,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
137,1,1621987200,3.201910400981064,52570.350000000006,26.0,26.786558534905645,32,5,2,5,3,3,2,1,3,2,1,1,1,0,7,4,22,21,0,8,4,22,22,0,1,5,1,1,1,4,3,3,3,4,3,3,3,3,2,5,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
138,0,1657670400,2.0711780258955064,33116.64813993337,22.0,13.867753721763526,21,2,1,1,3,3,4,5,2,1,2,1,1,0,7,5,26,28,0,7,5,26,24,0,1,3,1,1,1,4,5,1,4,3,3,3,5,1,4,5,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
139,0,1439942400,8.970562009468402,52217.55,32.0,22.88575716000282,25,5,3,1,2,5,4,3,3,5,4,1,0,0,5,3,23,29,0,6,3,40,29,0,1,3,4,4,1,3,3,2,2,4,5,5,5,4,4,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
140,0,1589587200,4.228604446155602,30299.850000000002,30.0,10.594828037252555,13,2,5,4,5,3,4,2,3,1,5,1,1,0,9,5,41,27,0,9,5,41,25,0,1,1,1,2,1,2,4,5,5,3,5,4,5,5,5,4,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
141,0,1646611200,2.4216229266484155,28798.0,23.0,18.063266051236173,22,2,1,1,5,3,2,2,5,3,4,1,1,0,7,4,6,26,0,7,4,6,36,0,1,5,1,1,1,5,2,1,1,4,5,3,1,1,1,5,5,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
142,0,1604534400,3.7549562599817485,54924.450000000004,25.0,27.559240803273326,33,1,1,4,1,4,4,4,1,1,1,1,1,0,6,4,5,22,0,7,4,5,24,0,1,4,1,1,1,5,1,4,1,4,3,4,1,4,1,5,4,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
143,1,1527984000,6.18069205738079,46030.950000000004,32.0,16.69610459853832,19,1,4,4,2,2,1,2,3,1,1,1,0,0,9,4,41,26,0,9,4,41,26,0,0,5,1,1,0,4,1,5,5,3,5,3,1,3,1,5,5,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
144,1,1611619200,3.5304524954369163,28146.6323816508,24.0,20.420521229226264,22,1,2,1,2,1,2,1,1,2,2,1,1,0,7,4,15,28,0,7,4,15,32,0,1,3,1,1,0,3,2,2,1,3,3,3,2,1,1,5,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
145,0,1564704000,5.017105472849647,40192.950000000004,27.0,9.677558281214473,17,5,1,3,3,1,5,1,3,4,5,1,1,0,8,5,17,22,0,8,5,34,21,0,0,3,3,4,0,3,1,5,3,5,5,3,2,5,3,5,5,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
146,0,1586563200,4.324429223705226,47260.5,28.0,20.884310626984217,22,3,3,5,1,3,5,3,1,1,1,1,1,0,7,3,11,22,0,7,3,11,18,0,0,5,3,3,0,5,2,4,2,5,5,5,3,5,3,5,5,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
147,0,1569024000,4.880212933493042,46197.9,33.0,30.380901144892984,32,1,5,1,1,1,4,3,1,1,2,1,0,0,6,5,18,33,0,7,5,16,35,0,0,3,2,2,0,3,3,2,2,3,3,3,1,1,1,4,4,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
